System,CPU Name,CPU Freq,CPU Cores,Uploaded,Platform,Single-Core Score,Multi-Core Score,URL
Dell Inc. Inspiron 5370,Intel Core i5-8250U,3400,4,"Feb 16, 2025",Linux,896.0,3049.0,https://browser.geekbench.com/v6/cpu/10572398
LENOVO 81DE,Intel Core i5-8250U,1795,4,"Feb 16, 2025",Windows,709.0,2122.0,https://browser.geekbench.com/v6/cpu/10567473
Acer Aspire A515-51G,Intel Core i5-8250U,1795,4,"Feb 16, 2025",Windows,562.0,1817.0,https://browser.geekbench.com/v6/cpu/10566122
LENOVO 20KF001RUK,Intel Core i5-8250U,1795,4,"Feb 15, 2025",Windows,1143.0,3619.0,https://browser.geekbench.com/v6/cpu/10561774
LENOVO 20KF001RUK,Intel Core i5-8250U,1795,4,"Feb 15, 2025",Windows,1151.0,3762.0,https://browser.geekbench.com/v6/cpu/10560965
LENOVO 20KF001RUK,Intel Core i5-8250U,1795,4,"Feb 15, 2025",Windows,1196.0,3789.0,https://browser.geekbench.com/v6/cpu/10559561
Acer Aspire A517-51,Intel Core i5-8250U,3400,4,"Feb 15, 2025",Linux,1211.0,3726.0,https://browser.geekbench.com/v6/cpu/10557206
LENOVO 20LD000KCD,Intel Core i5-8250U,1800,4,"Feb 15, 2025",Windows,1169.0,3465.0,https://browser.geekbench.com/v6/cpu/10556877
Acer Switch SW713-51GN,Intel Core i5-8250U,1795,4,"Feb 15, 2025",Windows,700.0,2001.0,https://browser.geekbench.com/v6/cpu/10555160
Acer Switch SW713-51GN,Intel Core i5-8250U,1795,4,"Feb 15, 2025",Windows,745.0,1885.0,https://browser.geekbench.com/v6/cpu/10554937
LENOVO 20L9S0YC00,Intel Core i5-8250U,3400,4,"Feb 15, 2025",Linux,1179.0,3897.0,https://browser.geekbench.com/v6/cpu/10554477
LENOVO 20KGS15900,Intel Core i5-8250U,1600,4,"Feb 15, 2025",Linux,1024.0,3147.0,https://browser.geekbench.com/v6/cpu/10554005
LENOVO INVA,Intel Core i5-8250U,1801,4,"Feb 15, 2025",Windows,649.0,1685.0,https://browser.geekbench.com/v6/cpu/10553310
LENOVO 20KGS15900,Intel Core i5-8250U,1600,4,"Feb 15, 2025",Linux,1009.0,3211.0,https://browser.geekbench.com/v6/cpu/10553144
LENOVO 20KGS15900,Intel Core i5-8250U,1600,4,"Feb 15, 2025",Linux,516.0,1809.0,https://browser.geekbench.com/v6/cpu/10552953
LENOVO 20KGS15900,Intel Core i5-8250U,3400,4,"Feb 15, 2025",Linux,735.0,2361.0,https://browser.geekbench.com/v6/cpu/10552613
HP HP ProBook 470 G5,Intel Core i5-8250U,1795,4,"Feb 15, 2025",Windows,985.0,2680.0,https://browser.geekbench.com/v6/cpu/10552543
LENOVO INVALID,Intel Core i5-8250U,1795,4,"Feb 15, 2025",Windows,842.0,1973.0,https://browser.geekbench.com/v6/cpu/10551703
HP HP ProBook 640 G4,Intel Core i5-8250U,1796,4,"Feb 15, 2025",Windows,1174.0,3383.0,https://browser.geekbench.com/v6/cpu/10549766
HP HP Pavilion Laptop 15-cs0xxx,Intel Core i5-8250U,3400,4,"Feb 15, 2025",Linux,840.0,1303.0,https://browser.geekbench.com/v6/cpu/10546185
HP HP Pavilion Laptop 15-cs0xxx,Intel Core i5-8250U,3400,4,"Feb 15, 2025",Linux,826.0,1068.0,https://browser.geekbench.com/v6/cpu/10546184
Microsoft Corporation Surface Laptop 2,Intel Core i5-8250U,1800,4,"Feb 15, 2025",Windows,1197.0,3396.0,https://browser.geekbench.com/v6/cpu/10544275
HP HP Laptop 15-da0xxx,Intel Core i5-8250U,1794,4,"Feb 14, 2025",Windows,606.0,2057.0,https://browser.geekbench.com/v6/cpu/10542173
HP HP ProBook 440 G5,Intel Core i5-8250U,1795,4,"Feb 14, 2025",Windows,1158.0,3372.0,https://browser.geekbench.com/v6/cpu/10535289
HP HP EliteBook 830 G5,Intel Core i5-8250U,1800,4,"Feb 14, 2025",Windows,1210.0,3832.0,https://browser.geekbench.com/v6/cpu/10534303
Acer Aspire A515-51,Intel Core i5-8250U,1795,4,"Feb 14, 2025",Windows,1195.0,2964.0,https://browser.geekbench.com/v6/cpu/10533297
LENOVO 20M5CTO1WW,Intel Core i5-8250U,3400,4,"Feb 14, 2025",Linux,1043.0,3727.0,https://browser.geekbench.com/v6/cpu/10529994
LENOVO 20M5CTO1WW,Intel Core i5-8250U,3400,4,"Feb 14, 2025",Linux,428.0,1230.0,https://browser.geekbench.com/v6/cpu/10529862
Microsoft Corporation Surface Pro 6,Intel Core i5-8250U,1800,4,"Feb 14, 2025",Windows,1103.0,3688.0,https://browser.geekbench.com/v6/cpu/10526674
LENOVO 20L8SC9R00,Intel Core i5-8250U,1795,4,"Feb 13, 2025",Windows,1250.0,4021.0,https://browser.geekbench.com/v6/cpu/10520945
HP HP ProBook 650 G4,Intel Core i5-8250U,1796,4,"Feb 13, 2025",Windows,564.0,2330.0,https://browser.geekbench.com/v6/cpu/10519014
LENOVO 81BJ,Intel Core i5-8250U,3400,4,"Feb 13, 2025",Linux,1027.0,3032.0,https://browser.geekbench.com/v6/cpu/10517697
FUJITSU CLIENT COMPUTING LIMITED LIFEBOOK A359,Intel Core i5-8250U,1801,4,"Feb 13, 2025",Windows,1152.0,3163.0,https://browser.geekbench.com/v6/cpu/10517520
LENOVO 81BJ,Intel Core i5-8250U,3400,4,"Feb 13, 2025",Linux,1171.0,3623.0,https://browser.geekbench.com/v6/cpu/10517157
LENOVO 81BJ,Intel Core i5-8250U,3400,4,"Feb 13, 2025",Linux,1173.0,3650.0,https://browser.geekbench.com/v6/cpu/10516773
LENOVO 81BJ,Intel Core i5-8250U,3400,4,"Feb 13, 2025",Linux,1143.0,3253.0,https://browser.geekbench.com/v6/cpu/10516534
HP HP ProBook 450 G5,Intel Core i5-8250U,3400,4,"Feb 13, 2025",Linux,1159.0,3693.0,https://browser.geekbench.com/v6/cpu/10516369
ASUSTeK COMPUTER INC. UX410UAR,Intel Core i5-8250U,1796,4,"Feb 13, 2025",Windows,1217.0,3557.0,https://browser.geekbench.com/v6/cpu/10516323
LENOVO 20L8S6KJ00,Intel Core i5-8250U,3400,4,"Feb 13, 2025",Linux,1249.0,4218.0,https://browser.geekbench.com/v6/cpu/10516306
LENOVO 20KGS15900,Intel Core i5-8250U,3400,4,"Feb 13, 2025",Linux,1104.0,3509.0,https://browser.geekbench.com/v6/cpu/10514988
