System,CPU Name,CPU Freq,CPU Cores,Uploaded,Platform,Single-Core Score,Multi-Core Score,URL
Dell Inc. Latitude 5550,Intel Core Ultra 5 135U,1600,12,"Mar 21, 2025",Windows,1945.0,7757.0,https://browser.geekbench.com/v6/cpu/11136843
Dell Inc. Latitude 5550,Intel Core Ultra 5 135U,1600,12,"Mar 21, 2025",Windows,1957.0,7608.0,https://browser.geekbench.com/v6/cpu/11136762
Dell Inc. Latitude 5550,Intel Core Ultra 5 135U,1600,12,"Mar 21, 2025",Windows,767.0,5651.0,https://browser.geekbench.com/v6/cpu/11132184
Dell Inc. Latitude 5550,Intel Core Ultra 5 135U,1600,12,"Mar 21, 2025",Windows,776.0,5370.0,https://browser.geekbench.com/v6/cpu/11131918
LENOVO 21KFS47A00,Intel Core Ultra 5 135U,2694,12,"Mar 21, 2025",Windows,2134.0,9073.0,https://browser.geekbench.com/v6/cpu/11128305
Dell Inc. Latitude 5450,Intel Core Ultra 5 135U,2100,12,"Mar 20, 2025",Windows,2140.0,9057.0,https://browser.geekbench.com/v6/cpu/11120054
Dell Inc. Latitude 5450,Intel Core Ultra 5 135U,2100,12,"Mar 20, 2025",Windows,2190.0,9381.0,https://browser.geekbench.com/v6/cpu/11120051
HP HP EliteBook 840 14 inch G11 Notebook PC,Intel Core Ultra 5 135U,1600,12,"Mar 20, 2025",Windows,2169.0,8565.0,https://browser.geekbench.com/v6/cpu/11117007
HP HP EliteBook 840 14 inch G11 Notebook PC,Intel Core Ultra 5 135U,1600,12,"Mar 20, 2025",Windows,2114.0,8698.0,https://browser.geekbench.com/v6/cpu/11116326
Dell Inc. Latitude 7450,Intel Core Ultra 5 135U,2100,12,"Mar 20, 2025",Windows,2074.0,8543.0,https://browser.geekbench.com/v6/cpu/11115835
LENOVO 21MMS76E00,Intel Core Ultra 5 135U,1600,12,"Mar 20, 2025",Windows,2190.0,8365.0,https://browser.geekbench.com/v6/cpu/11112835
Dell Inc. Latitude 3450,Intel Core Ultra 5 135U,2100,12,"Mar 19, 2025",Windows,2155.0,7622.0,https://browser.geekbench.com/v6/cpu/11105614
Dell Inc. Latitude 7450,Intel Core Ultra 5 135U,2693,12,"Mar 19, 2025",Windows,1050.0,6352.0,https://browser.geekbench.com/v6/cpu/11104205
LENOVO 21LTS44V02,Intel Core Ultra 5 135U,2508,12,"Mar 19, 2025",Windows,2221.0,9412.0,https://browser.geekbench.com/v6/cpu/11100536
HP HP EliteBook 840 14 inch G11 Notebook PC,Intel Core Ultra 5 135U,1600,12,"Mar 18, 2025",Windows,2164.0,8600.0,https://browser.geekbench.com/v6/cpu/11086144
HP HP EliteBook 840 14 inch G11 Notebook PC,Intel Core Ultra 5 135U,1600,12,"Mar 15, 2025",Windows,2078.0,9410.0,https://browser.geekbench.com/v6/cpu/11044641
LENOVO 21MMS0M600,Intel Core Ultra 5 135U,1600,12,"Mar 15, 2025",Windows,2120.0,8197.0,https://browser.geekbench.com/v6/cpu/11033566
LENOVO 21MMS0M600,Intel Core Ultra 5 135U,1600,12,"Mar 15, 2025",Windows,2076.0,7943.0,https://browser.geekbench.com/v6/cpu/11033187
Dell Inc. Latitude 7450,Intel Core Ultra 5 135U,2100,12,"Mar 14, 2025",Windows,1843.0,6111.0,https://browser.geekbench.com/v6/cpu/11026941
HP HP EliteBook 640 14 inch G11 Notebook PC,Intel Core Ultra 5 135U,1600,12,"Mar 13, 2025",Windows,2150.0,8635.0,https://browser.geekbench.com/v6/cpu/11008335
LENOVO 21MMSAK600 T14 Gen5,Intel Core Ultra 5 135U,1600,12,"Mar 13, 2025",Windows,2211.0,8001.0,https://browser.geekbench.com/v6/cpu/10998752
Microsoft Corporation Surface Pro 10 for Business,Intel Core Ultra 5 135U,2100,12,"Mar 12, 2025",Windows,1899.0,8001.0,https://browser.geekbench.com/v6/cpu/10989314
Dell Inc. Latitude 5450,Intel Core Ultra 5 135U,2693,12,"Mar 12, 2025",Windows,2221.0,8624.0,https://browser.geekbench.com/v6/cpu/10988861
Dell Inc. Dell Pro Rugged 14 RB14250,Intel Core Ultra 5 135U,2100,12,"Mar 11, 2025",Windows,2103.0,9070.0,https://browser.geekbench.com/v6/cpu/10975896
Dell Inc. Dell Pro Rugged 14 RB14250,Intel Core Ultra 5 135U,2100,12,"Mar 11, 2025",Windows,2104.0,8999.0,https://browser.geekbench.com/v6/cpu/10975729
HP HP EliteBook 640 14 inch G11 Notebook PC,Intel Core Ultra 5 135U,1600,12,"Mar 11, 2025",Windows,2152.0,8297.0,https://browser.geekbench.com/v6/cpu/10968350
HP HP EliteBook 640 14 inch G11 Notebook PC,Intel Core Ultra 5 135U,2693,12,"Mar 11, 2025",Windows,1716.0,6276.0,https://browser.geekbench.com/v6/cpu/10964596
Dell Inc. Latitude 5450,Intel Core Ultra 5 135U,2100,12,"Mar 07, 2025",Windows,2183.0,8341.0,https://browser.geekbench.com/v6/cpu/10911953
Dell Inc. Latitude 7450,Intel Core Ultra 5 135U,2100,12,"Mar 07, 2025",Windows,1903.0,8689.0,https://browser.geekbench.com/v6/cpu/10908838
Microsoft Corporation Surface Pro 10 for Business,Intel Core Ultra 5 135U,2100,12,"Mar 07, 2025",Windows,1913.0,8489.0,https://browser.geekbench.com/v6/cpu/10905417
Microsoft Corporation Surface Pro 10 for Business,Intel Core Ultra 5 135U,2100,12,"Mar 07, 2025",Windows,860.0,5774.0,https://browser.geekbench.com/v6/cpu/10905181
Dell Inc. Latitude 5550,Intel Core Ultra 5 135U,1600,12,"Mar 06, 2025",Windows,2128.0,8234.0,https://browser.geekbench.com/v6/cpu/10888641
Dell Inc. Latitude 5550,Intel Core Ultra 5 135U,1600,12,"Mar 05, 2025",Windows,2187.0,8941.0,https://browser.geekbench.com/v6/cpu/10878975
Microsoft Corporation Surface Pro 10 for Business,Intel Core Ultra 5 135U,2100,12,"Mar 04, 2025",Windows,2123.0,8353.0,https://browser.geekbench.com/v6/cpu/10860033
Dell Inc. Latitude 5450,Intel Core Ultra 5 135U,2100,12,"Mar 04, 2025",Windows,2102.0,9389.0,https://browser.geekbench.com/v6/cpu/10855930
Dell Inc. Latitude 5450,Intel Core Ultra 5 135U,2100,12,"Mar 04, 2025",Windows,2182.0,9429.0,https://browser.geekbench.com/v6/cpu/10855881
