System,CPU Name,CPU Freq,CPU Cores,Uploaded,Platform,Single-Core Score,Multi-Core Score,URL
"SAMSUNG ELECTRONICS CO., LTD. 930XCJ/931XCJ/930XCR",Intel Core i5-10210U,2112,4,"Feb 16, 2025",Windows,1383.0,3539.0,https://browser.geekbench.com/v6/cpu/10573515
LENOVO 20S1SFJH1F,Intel Core i5-10210U,2094,4,"Feb 16, 2025",Windows,1426.0,3573.0,https://browser.geekbench.com/v6/cpu/10572108
LENOVO 20S1SFJH1F,Intel Core i5-10210U,2094,4,"Feb 16, 2025",Windows,1304.0,3137.0,https://browser.geekbench.com/v6/cpu/10571998
"MacBookPro15,4",Intel Core i5-10210U,2110,4,"Feb 16, 2025",macOS,1156.0,3639.0,https://browser.geekbench.com/v6/cpu/10570917
"MacBookPro15,2",Intel Core i5-10210U,2110,4,"Feb 16, 2025",macOS,1232.0,3276.0,https://browser.geekbench.com/v6/cpu/10570693
"SAMSUNG ELECTRONICS CO., LTD. 350XCJ/350XCR",Intel Core i5-10210U,2094,4,"Feb 16, 2025",Windows,1420.0,3892.0,https://browser.geekbench.com/v6/cpu/10570322
Google hatch,Intel Core i5-10210U,2112,8,"Feb 16, 2025",Android,1027.0,3354.0,https://browser.geekbench.com/v6/cpu/10565882
Dell Inc. Inspiron 5490,Intel Core i5-10210U,2094,4,"Feb 16, 2025",Windows,992.0,2507.0,https://browser.geekbench.com/v6/cpu/10565780
Acer Aspire A515-54,Intel Core i5-10210U,2112,4,"Feb 15, 2025",Windows,1112.0,2534.0,https://browser.geekbench.com/v6/cpu/10560803
Acer Aspire A515-54,Intel Core i5-10210U,2094,4,"Feb 15, 2025",Windows,1429.0,3524.0,https://browser.geekbench.com/v6/cpu/10560433
ZOTAC ZBOX-MI623/MI643,Intel Core i5-10210U,4200,4,"Feb 15, 2025",Linux,1415.0,3915.0,https://browser.geekbench.com/v6/cpu/10556336
Intel(R) Client Systems NUC10i5FNH,Intel Core i5-10210U,4200,4,"Feb 15, 2025",Linux,1397.0,4382.0,https://browser.geekbench.com/v6/cpu/10556171
"MacBookPro15,4",Intel Core i5-10210U,2110,4,"Feb 15, 2025",macOS,1193.0,3953.0,https://browser.geekbench.com/v6/cpu/10555682
MEDION S14406,Intel Core i5-10210U,2093,4,"Feb 15, 2025",Windows,427.0,1254.0,https://browser.geekbench.com/v6/cpu/10554750
