System,CPU Name,CPU Freq,CPU Cores,Uploaded,Platform,Single-Core Score,Multi-Core Score,URL
HP HP EliteBook 745 G5,AMD Ryzen 7 PRO 2700U,2200,4,"Feb 16, 2025",Windows,811.0,1354.0,https://browser.geekbench.com/v6/cpu/10567769
LENOVO 20MXS0QE00,AMD Ryzen 7 PRO 2700U,2200,4,"Feb 16, 2025",Windows,981.0,2934.0,https://browser.geekbench.com/v6/cpu/10565522
HP HP EliteBook 755 G5,AMD Ryzen 7 PRO 2700U,2200,4,"Feb 13, 2025",Windows,1034.0,3144.0,https://browser.geekbench.com/v6/cpu/10514298
LENOVO 20MXS0QE00,AMD Ryzen 7 PRO 2700U,2200,4,"Feb 10, 2025",Linux,673.0,1544.0,https://browser.geekbench.com/v6/cpu/10449490
LENOVO 20MXS0QE00,AMD Ryzen 7 PRO 2700U,2200,4,"Feb 10, 2025",Linux,818.0,1279.0,https://browser.geekbench.com/v6/cpu/10449476
LENOVO 20MXS0QE00,AMD Ryzen 7 PRO 2700U,2200,4,"Feb 10, 2025",Linux,904.0,1365.0,https://browser.geekbench.com/v6/cpu/10449468
LENOVO 20MXS0QE00,AMD Ryzen 7 PRO 2700U,2200,4,"Feb 10, 2025",Linux,936.0,1174.0,https://browser.geekbench.com/v6/cpu/10449467
HP HP EliteBook 745 G5,AMD Ryzen 7 PRO 2700U,2200,4,"Feb 06, 2025",Windows,642.0,1773.0,https://browser.geekbench.com/v6/cpu/10358637
HP HP EliteBook 745 G5,AMD Ryzen 7 PRO 2700U,2200,4,"Feb 05, 2025",Linux,761.0,2108.0,https://browser.geekbench.com/v6/cpu/10315170
Default string Default string,AMD Ryzen 7 2700U,2200,4,"Jan 27, 2025",Windows,1038.0,3306.0,https://browser.geekbench.com/v6/cpu/10146140
HP HP ProBook 645 G4,AMD Ryzen 7 PRO 2700U,2200,4,"Jan 22, 2025",Linux,723.0,2080.0,https://browser.geekbench.com/v6/cpu/10050355
HP HP EliteBook 755 G5,AMD Ryzen 7 PRO 2700U,2200,4,"Jan 20, 2025",Windows,645.0,1833.0,https://browser.geekbench.com/v6/cpu/10026358
HP HP ProBook 645 G4,AMD Ryzen 7 PRO 2700U,2200,4,"Jan 07, 2025",Linux,1154.0,3335.0,https://browser.geekbench.com/v6/cpu/9823229
HP HP EliteBook 735 G5,AMD Ryzen 7 PRO 2700U,2200,4,"Jan 05, 2025",Windows,1098.0,3223.0,https://browser.geekbench.com/v6/cpu/9776893
HP HP EliteBook 745 G5,AMD Ryzen 7 PRO 2700U,2200,4,"Jan 02, 2025",Linux,1023.0,2065.0,https://browser.geekbench.com/v6/cpu/9730387
HP HP EliteBook 745 G5,AMD Ryzen 7 PRO 2700U,2200,4,"Jan 02, 2025",Linux,1039.0,1998.0,https://browser.geekbench.com/v6/cpu/9730385
HP HP EliteBook 745 G5,AMD Ryzen 7 PRO 2700U,2200,4,"Dec 22, 2024",Windows,959.0,2662.0,https://browser.geekbench.com/v6/cpu/9557979
HP HP EliteBook 755 G5,AMD Ryzen 7 PRO 2700U,2200,4,"Dec 16, 2024",Windows,515.0,2495.0,https://browser.geekbench.com/v6/cpu/9463744
HP HP EliteBook 745 G5,AMD Ryzen 7 PRO 2700U,2200,4,"Dec 14, 2024",Linux,402.0,491.0,https://browser.geekbench.com/v6/cpu/9411773
HP HP EliteBook 745 G5,AMD Ryzen 7 PRO 2700U,2200,4,"Dec 14, 2024",Linux,466.0,501.0,https://browser.geekbench.com/v6/cpu/9411772
HP HP EliteBook 745 G5,AMD Ryzen 7 PRO 2700U,2200,4,"Dec 14, 2024",Linux,420.0,575.0,https://browser.geekbench.com/v6/cpu/9411771
HP HP EliteBook 745 G5,AMD Ryzen 7 PRO 2700U,2200,4,"Dec 14, 2024",Linux,426.0,681.0,https://browser.geekbench.com/v6/cpu/9411752
