System,CPU Name,CPU Freq,CPU Cores,Uploaded,Platform,Single-Core Score,Multi-Core Score,URL
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1014.0,2995.0,https://browser.geekbench.com/v6/cpu/10573687
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1145.0,3861.0,https://browser.geekbench.com/v6/cpu/10573678
TOSHIBA PORTEGE X30W-J,Intel Core i5-1135G7,4200,4,"Feb 16, 2025",Linux,1827.0,5854.0,https://browser.geekbench.com/v6/cpu/10573024
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1624.0,4172.0,https://browser.geekbench.com/v6/cpu/10573007
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1645.0,4229.0,https://browser.geekbench.com/v6/cpu/10573005
TOSHIBA PORTEGE X30W-J,Intel Core i5-1135G7,4200,4,"Feb 16, 2025",Linux,1629.0,3080.0,https://browser.geekbench.com/v6/cpu/10572941
HP HP Laptop 15s-dr3xxx,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1372.0,2926.0,https://browser.geekbench.com/v6/cpu/10572938
TOSHIBA PORTEGE X30W-J,Intel Core i5-1135G7,4200,4,"Feb 16, 2025",Linux,1642.0,3804.0,https://browser.geekbench.com/v6/cpu/10572937
TOSHIBA PORTEGE X30W-J,Intel Core i5-1135G7,4200,4,"Feb 16, 2025",Linux,1698.0,3312.0,https://browser.geekbench.com/v6/cpu/10572935
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1537.0,3960.0,https://browser.geekbench.com/v6/cpu/10572858
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1591.0,4109.0,https://browser.geekbench.com/v6/cpu/10572853
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1649.0,2426.0,https://browser.geekbench.com/v6/cpu/10572731
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1740.0,4357.0,https://browser.geekbench.com/v6/cpu/10572729
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1383.0,3776.0,https://browser.geekbench.com/v6/cpu/10572369
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1474.0,4046.0,https://browser.geekbench.com/v6/cpu/10572366
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1705.0,2990.0,https://browser.geekbench.com/v6/cpu/10572226
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1758.0,4543.0,https://browser.geekbench.com/v6/cpu/10572214
HP HP Pavilion Laptop 15-eg0xxx,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1579.0,3899.0,https://browser.geekbench.com/v6/cpu/10571586
Dell Inc. Inspiron 7300,Intel Core i5-1135G7,1382,4,"Feb 16, 2025",Windows,1756.0,5415.0,https://browser.geekbench.com/v6/cpu/10570880
Dell Inc. Latitude 3420,Intel Core i5-1135G7,1396,4,"Feb 16, 2025",Windows,1857.0,5442.0,https://browser.geekbench.com/v6/cpu/10570822
Dell Inc. Inspiron 7300,Intel Core i5-1135G7,1382,4,"Feb 16, 2025",Windows,1771.0,5474.0,https://browser.geekbench.com/v6/cpu/10570758
HP HP Pavilion x360 Convertible 14-dw1xxx,Intel Core i5-1135G7,2393,4,"Feb 16, 2025",Windows,1568.0,3761.0,https://browser.geekbench.com/v6/cpu/10570063
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1672.0,4909.0,https://browser.geekbench.com/v6/cpu/10569243
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2419,4,"Feb 16, 2025",Windows,1734.0,4865.0,https://browser.geekbench.com/v6/cpu/10569242
Dell Inc. Latitude 3420,Intel Core i5-1135G7,1396,4,"Feb 16, 2025",Windows,1724.0,4326.0,https://browser.geekbench.com/v6/cpu/10567508
HP HP Laptop 17-by4xxx,Intel Core i5-1135G7,2393,4,"Feb 16, 2025",Windows,1727.0,3992.0,https://browser.geekbench.com/v6/cpu/10566039
HP HP Laptop 17-by4xxx,Intel Core i5-1135G7,2393,4,"Feb 16, 2025",Windows,1732.0,4041.0,https://browser.geekbench.com/v6/cpu/10565804
Dell Inc. Vostro 15 3510,Intel Core i5-1135G7,2419,4,"Feb 15, 2025",Windows,993.0,3177.0,https://browser.geekbench.com/v6/cpu/10561578
HP HP ProBook 450 G8 Notebook PC,Intel Core i5-1135G7,2419,4,"Feb 15, 2025",Windows,1867.0,5953.0,https://browser.geekbench.com/v6/cpu/10561541
ASUSTeK COMPUTER INC. VivoBook_ASUSLaptop X421EAY_A415EA,Intel Core i5-1135G7,2393,4,"Feb 15, 2025",Windows,1746.0,5214.0,https://browser.geekbench.com/v6/cpu/10557043
LENOVO 20W9S0FW00,Intel Core i5-1135G7,2395,4,"Feb 15, 2025",Windows,1776.0,5543.0,https://browser.geekbench.com/v6/cpu/10554459
Dell Inc. Latitude 3520,Intel Core i5-1135G7,1393,4,"Feb 15, 2025",Windows,1681.0,4215.0,https://browser.geekbench.com/v6/cpu/10554362
LENOVO 20W9S0FW00,Intel Core i5-1135G7,2395,4,"Feb 15, 2025",Windows,1698.0,4302.0,https://browser.geekbench.com/v6/cpu/10554343
LENOVO 20W9S0FW00,Intel Core i5-1135G7,2349,4,"Feb 15, 2025",Windows,1855.0,5711.0,https://browser.geekbench.com/v6/cpu/10554332
ASUSTeK COMPUTER INC. VivoBook_ASUSLaptop X515EA_X515EA,Intel Core i5-1135G7,2394,4,"Feb 15, 2025",Windows,1632.0,4168.0,https://browser.geekbench.com/v6/cpu/10554210
LENOVO 20WM01JHAU,Intel Core i5-1135G7,2419,4,"Feb 15, 2025",Windows,1872.0,6195.0,https://browser.geekbench.com/v6/cpu/10553202
ASUSTeK COMPUTER INC. VivoBook_ASUSLaptop X515EA_X515EA,Intel Core i5-1135G7,2394,4,"Feb 15, 2025",Windows,1636.0,5161.0,https://browser.geekbench.com/v6/cpu/10552581
LENOVO 20XW004WCD,Intel Core i5-1135G7,4200,4,"Feb 15, 2025",Linux,1943.0,6632.0,https://browser.geekbench.com/v6/cpu/10552099
HP HP EliteBook 830 G8 Notebook PC,Intel Core i5-1135G7,2419,4,"Feb 15, 2025",Windows,1001.0,2836.0,https://browser.geekbench.com/v6/cpu/10551996
HP HP ProBook 440 G8 Notebook PC,Intel Core i5-1135G7,2396,4,"Feb 15, 2025",Windows,1867.0,5373.0,https://browser.geekbench.com/v6/cpu/10551752
Acer Aspire A514-54,Intel Core i5-1135G7,4200,4,"Feb 15, 2025",Linux,1939.0,5465.0,https://browser.geekbench.com/v6/cpu/10551168
Acer TravelMate P214-53,Intel Core i5-1135G7,2394,4,"Feb 15, 2025",Windows,1658.0,4689.0,https://browser.geekbench.com/v6/cpu/10550452
"SAMSUNG ELECTRONICS CO., LTD. 560XDA",Intel Core i5-1135G7,2396,4,"Feb 15, 2025",Windows,1306.0,2689.0,https://browser.geekbench.com/v6/cpu/10550288
ASUSTeK COMPUTER INC. ASUS EXPERTBOOK B1500CEAEY_B1500CEAE,Intel Core i5-1135G7,2394,4,"Feb 15, 2025",Windows,1833.0,4384.0,https://browser.geekbench.com/v6/cpu/10549933
Dell Inc. Inspiron 15 3511,Intel Core i5-1135G7,2419,4,"Feb 15, 2025",Windows,1617.0,3522.0,https://browser.geekbench.com/v6/cpu/10549314
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2399,4,"Feb 15, 2025",Windows,1853.0,6357.0,https://browser.geekbench.com/v6/cpu/10548788
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2400,4,"Feb 15, 2025",Windows,1867.0,6384.0,https://browser.geekbench.com/v6/cpu/10548629
Microsoft Corporation Surface Pro 7+,Intel Core i5-1135G7,2399,4,"Feb 15, 2025",Windows,1854.0,6393.0,https://browser.geekbench.com/v6/cpu/10548492
