System,CPU Name,CPU Freq,CPU Cores,Uploaded,Platform,Single-Core Score,Multi-Core Score,URL
LENOVO 20XK002RCK,AMD Ryzen 5 PRO 5650U,2301,6,"Feb 21, 2025",Windows,1685.0,5508.0,https://browser.geekbench.com/v6/cpu/10661540
LENOVO 20XK0016US,AMD Ryzen 5 PRO 5650U,2301,6,"Feb 20, 2025",Windows,1824.0,5412.0,https://browser.geekbench.com/v6/cpu/10652618
LENOVO 20XK0016US,AMD Ryzen 5 PRO 5650U,2301,6,"Feb 20, 2025",Windows,1820.0,6441.0,https://browser.geekbench.com/v6/cpu/10652544
LENOVO 20XLS0L510,AMD Ryzen 5 PRO 5650U,2301,6,"Feb 19, 2025",Windows,1592.0,5263.0,https://browser.geekbench.com/v6/cpu/10634316
HP HP EliteBook 845 G8 Notebook PC,AMD Ryzen 5 PRO 5650U,2301,6,"Feb 19, 2025",Windows,838.0,3749.0,https://browser.geekbench.com/v6/cpu/10632476
HP HP EliteBook 845 G8 Notebook PC,AMD Ryzen 5 PRO 5650U,2301,6,"Feb 19, 2025",Windows,1766.0,5232.0,https://browser.geekbench.com/v6/cpu/10630490
LENOVO 20XK002RCK,AMD Ryzen 5 PRO 5650U,2301,6,"Feb 17, 2025",Windows,1854.0,6302.0,https://browser.geekbench.com/v6/cpu/10591281
LENOVO 20XK002RCK,AMD Ryzen 5 PRO 5650U,2301,6,"Feb 17, 2025",Windows,1843.0,6267.0,https://browser.geekbench.com/v6/cpu/10590745
LENOVO 20XK0016US,AMD Ryzen 5 PRO 5650U,2301,6,"Feb 15, 2025",Windows,1703.0,5991.0,https://browser.geekbench.com/v6/cpu/10558436
HP HP EliteBook 845 G8 Notebook PC,AMD Ryzen 5 PRO 5650U,2301,6,"Feb 12, 2025",Windows,1870.0,7038.0,https://browser.geekbench.com/v6/cpu/10499028
HP HP EliteBook 845 G8 Notebook PC,AMD Ryzen 5 PRO 5650U,2301,6,"Feb 11, 2025",Windows,1838.0,6914.0,https://browser.geekbench.com/v6/cpu/10483437
AZW EQ,AMD Ryzen 5 PRO 5650U,2301,6,"Feb 11, 2025",Windows,1811.0,7068.0,https://browser.geekbench.com/v6/cpu/10482802
