System,CPU Name,CPU Freq,CPU Cores,Uploaded,Platform,Single-Core Score,Multi-Core Score,URL
LENOVO 21CK0022US,AMD Ryzen 5 PRO 6650U,2901,6,"Mar 16, 2025",Windows,1810.0,7399.0,https://browser.geekbench.com/v6/cpu/11055753
LENOVO 21D2001SUS,AMD Ryzen 5 PRO 6650U,4583,6,"Mar 15, 2025",Linux,1950.0,8323.0,https://browser.geekbench.com/v6/cpu/11040075
HP HP EliteBook 845 14 inch G9 Notebook PC,AMD Ryzen 5 PRO 6650U,2901,6,"Mar 13, 2025",Windows,1020.0,5162.0,https://browser.geekbench.com/v6/cpu/11004793
LENOVO 21CH0065US,AMD Ryzen 5 PRO 6650U,2901,6,"Mar 11, 2025",Windows,1904.0,7640.0,https://browser.geekbench.com/v6/cpu/10970496
HP HP EliteBook 845 14 inch G9 Notebook PC,AMD Ryzen 5 PRO 6650U,4583,6,"Mar 09, 2025",Linux,1975.0,7959.0,https://browser.geekbench.com/v6/cpu/10938623
HP HP EliteBook 845 14 inch G9 Notebook PC,AMD Ryzen 5 PRO 6650U,4583,6,"Mar 09, 2025",Linux,1941.0,7597.0,https://browser.geekbench.com/v6/cpu/10937489
HP HP EliteBook 845 14 inch G9 Notebook PC,AMD Ryzen 5 PRO 6650U,4583,6,"Mar 09, 2025",Linux,1977.0,7906.0,https://browser.geekbench.com/v6/cpu/10937415
Acer TravelMate P414-41,AMD Ryzen 5 PRO 6650U,4583,6,"Mar 05, 2025",Linux,1252.0,4656.0,https://browser.geekbench.com/v6/cpu/10870679
LENOVO 21CGS0KA00,AMD Ryzen 5 PRO 6650U,2901,6,"Mar 03, 2025",Windows,1935.0,7516.0,https://browser.geekbench.com/v6/cpu/10836256
LENOVO 21CGS03K00,AMD Ryzen 5 PRO 6650U,2901,6,"Feb 26, 2025",Windows,1915.0,7454.0,https://browser.geekbench.com/v6/cpu/10761504
LENOVO 21CNS2ST06,AMD Ryzen 5 PRO 6650U,2901,6,"Feb 15, 2025",Windows,1929.0,7259.0,https://browser.geekbench.com/v6/cpu/10559670
LENOVO 21CGS03K00,AMD Ryzen 5 PRO 6650U,2901,6,"Feb 11, 2025",Windows,1552.0,6320.0,https://browser.geekbench.com/v6/cpu/10479696
LENOVO 21CNS0LG00,AMD Ryzen 5 PRO 6650U,2901,6,"Feb 09, 2025",Windows,1937.0,7652.0,https://browser.geekbench.com/v6/cpu/10423147
LENOVO 21CK002QMH,AMD Ryzen 5 PRO 6650U,4583,6,"Feb 04, 2025",Linux,1764.0,5693.0,https://browser.geekbench.com/v6/cpu/10310155
LENOVO 21CK002QMH,AMD Ryzen 5 PRO 6650U,2901,6,"Feb 04, 2025",Windows,1601.0,5771.0,https://browser.geekbench.com/v6/cpu/10309972
LENOVO 21CNS2ST06,AMD Ryzen 5 PRO 6650U,2901,6,"Jan 30, 2025",Windows,1934.0,7268.0,https://browser.geekbench.com/v6/cpu/10199832
LENOVO 21CGS2TL00,AMD Ryzen 5 PRO 6650U,2901,6,"Jan 30, 2025",Windows,1798.0,6621.0,https://browser.geekbench.com/v6/cpu/10196365
Win element M600,AMD Ryzen 5 PRO 6650U,2901,6,"Jan 24, 2025",Windows,1485.0,5975.0,https://browser.geekbench.com/v6/cpu/10100222
HP HP EliteBook 845 14 inch G9 Notebook PC,AMD Ryzen 5 PRO 6650U,2901,6,"Jan 14, 2025",Windows,1968.0,7712.0,https://browser.geekbench.com/v6/cpu/9927734
HP HP EliteBook 845 14 inch G9 Notebook PC,AMD Ryzen 5 PRO 6650U,2901,6,"Jan 14, 2025",Windows,1970.0,7698.0,https://browser.geekbench.com/v6/cpu/9927690
