System,CPU Name,CPU Freq,CPU Cores,Uploaded,Platform,Single-Core Score,Multi-Core Score,URL
Dell Inc. 0JR6X1,Intel Core i5-1145G7,4400,4,"Feb 16, 2025",Android,1727.0,4591.0,https://browser.geekbench.com/v6/cpu/10572904
HP HP EliteBook 830 G8 Notebook PC,Intel Core i5-1145G7,2612,4,"Feb 16, 2025",Windows,1824.0,4749.0,https://browser.geekbench.com/v6/cpu/10571396
Dell Inc. Latitude 5420,Intel Core i5-1145G7,1495,4,"Feb 15, 2025",Windows,696.0,2524.0,https://browser.geekbench.com/v6/cpu/10558532
LENOVO 20W9S1671U,Intel Core i5-1145G7,2611,4,"Feb 14, 2025",Windows,1812.0,4549.0,https://browser.geekbench.com/v6/cpu/10540373
LENOVO 20W9S1671U,Intel Core i5-1145G7,2611,4,"Feb 14, 2025",Windows,1303.0,4304.0,https://browser.geekbench.com/v6/cpu/10540175
Dell Inc. Latitude 9520,Intel Core i5-1145G7,1498,4,"Feb 14, 2025",Windows,1057.0,2471.0,https://browser.geekbench.com/v6/cpu/10539958
"VMware, Inc. VMware20,1",Intel Core i5-1145G7,2611,1,"Feb 14, 2025",Windows,1326.0,1424.0,https://browser.geekbench.com/v6/cpu/10538692
Dell Inc. Latitude 5420,Intel Core i5-1145G7,1498,4,"Feb 14, 2025",Windows,1850.0,4050.0,https://browser.geekbench.com/v6/cpu/10537309
Dell Inc. Latitude 5520,Intel Core i5-1145G7,1498,4,"Feb 14, 2025",Windows,1906.0,4916.0,https://browser.geekbench.com/v6/cpu/10537257
HP HP EliteBook 830 G8 Notebook PC,Intel Core i5-1145G7,2611,4,"Feb 14, 2025",Windows,1450.0,4042.0,https://browser.geekbench.com/v6/cpu/10537094
HP HP EliteBook 830 G8 Notebook PC,Intel Core i5-1145G7,2611,4,"Feb 14, 2025",Windows,1434.0,3771.0,https://browser.geekbench.com/v6/cpu/10536980
Dell Inc. Latitude 9520,Intel Core i5-1145G7,1498,4,"Feb 13, 2025",Windows,1178.0,2313.0,https://browser.geekbench.com/v6/cpu/10522901
Dell Inc. Latitude 5320,Intel Core i5-1145G7,1498,4,"Feb 13, 2025",Windows,1716.0,4696.0,https://browser.geekbench.com/v6/cpu/10521798
LENOVO 20Y0S48T07,Intel Core i5-1145G7,2594,4,"Feb 13, 2025",Windows,2002.0,6803.0,https://browser.geekbench.com/v6/cpu/10517443
Microsoft Corporation Surface Laptop 4,Intel Core i5-1145G7,2611,4,"Feb 13, 2025",Windows,1839.0,5302.0,https://browser.geekbench.com/v6/cpu/10516543
Microsoft Corporation Surface Laptop 4,Intel Core i5-1145G7,2611,4,"Feb 13, 2025",Windows,1852.0,5033.0,https://browser.geekbench.com/v6/cpu/10516412
Dell Inc. Latitude 5420,Intel Core i5-1145G7,1498,4,"Feb 13, 2025",Windows,1377.0,5200.0,https://browser.geekbench.com/v6/cpu/10516041
HP HP ProBook 640 G8 Notebook PC,Intel Core i5-1145G7,4400,4,"Feb 12, 2025",Linux,638.0,2543.0,https://browser.geekbench.com/v6/cpu/10504414
HP HP ProBook 640 G8 Notebook PC,Intel Core i5-1145G7,4400,4,"Feb 12, 2025",Linux,589.0,2527.0,https://browser.geekbench.com/v6/cpu/10504411
HP HP ProBook 640 G8 Notebook PC,Intel Core i5-1145G7,4400,4,"Feb 12, 2025",Linux,638.0,2137.0,https://browser.geekbench.com/v6/cpu/10504404
HP HP ProBook 640 G8 Notebook PC,Intel Core i5-1145G7,4400,4,"Feb 12, 2025",Linux,812.0,2498.0,https://browser.geekbench.com/v6/cpu/10504398
HP HP ProBook 640 G8 Notebook PC,Intel Core i5-1145G7,4400,4,"Feb 12, 2025",Linux,1173.0,1606.0,https://browser.geekbench.com/v6/cpu/10504355
HP HP ProBook 640 G8 Notebook PC,Intel Core i5-1145G7,4400,4,"Feb 12, 2025",Linux,1262.0,1654.0,https://browser.geekbench.com/v6/cpu/10504351
HP HP ProBook 640 G8 Notebook PC,Intel Core i5-1145G7,4400,4,"Feb 12, 2025",Linux,1211.0,1620.0,https://browser.geekbench.com/v6/cpu/10504350
HP HP ZBook Firefly 14 inch G8 Mobile Workstation PC,Intel Core i5-1145G7,2611,4,"Feb 12, 2025",Windows,1902.0,5887.0,https://browser.geekbench.com/v6/cpu/10491666
HP HP EliteBook 840 G8 Notebook PC,Intel Core i5-1145G7,2611,4,"Feb 12, 2025",Windows,1031.0,2925.0,https://browser.geekbench.com/v6/cpu/10489148
Dell Inc. Latitude 5320,Intel Core i5-1145G7,1498,4,"Feb 11, 2025",Windows,1845.0,4951.0,https://browser.geekbench.com/v6/cpu/10483120
Dell Inc. Latitude 5320,Intel Core i5-1145G7,1498,4,"Feb 11, 2025",Windows,662.0,1976.0,https://browser.geekbench.com/v6/cpu/10482864
Dell Inc. Latitude 5320,Intel Core i5-1145G7,1498,4,"Feb 11, 2025",Windows,1875.0,5032.0,https://browser.geekbench.com/v6/cpu/10479648
Dell Inc. Latitude 5420,Intel Core i5-1145G7,1498,4,"Feb 11, 2025",Windows,1635.0,4458.0,https://browser.geekbench.com/v6/cpu/10475106
LENOVO 20VLS1JCOO,Intel Core i5-1145G7,2591,4,"Feb 11, 2025",Windows,1051.0,1563.0,https://browser.geekbench.com/v6/cpu/10474820
HP HP EliteBook 840 G8 Notebook PC,Intel Core i5-1145G7,2611,4,"Feb 11, 2025",Windows,1250.0,2903.0,https://browser.geekbench.com/v6/cpu/10464458
Dell Inc. Latitude 5320,Intel Core i5-1145G7,1498,4,"Feb 10, 2025",Windows,1835.0,5014.0,https://browser.geekbench.com/v6/cpu/10460391
"VMware, Inc. VMware20,1",Intel Core i5-1145G7,2611,1,"Feb 10, 2025",Windows,1493.0,1492.0,https://browser.geekbench.com/v6/cpu/10455848
HP HP EliteBook 830 G8 Notebook PC,Intel Core i5-1145G7,2611,4,"Feb 10, 2025",Windows,1514.0,3541.0,https://browser.geekbench.com/v6/cpu/10455662
LENOVO 20XXS3K600,Intel Core i5-1145G7,2593,4,"Feb 10, 2025",Windows,1965.0,6633.0,https://browser.geekbench.com/v6/cpu/10455094
Dell Inc. Latitude 7420,Intel Core i5-1145G7,1498,4,"Feb 10, 2025",Windows,1855.0,5724.0,https://browser.geekbench.com/v6/cpu/10448974
Microsoft Corporation Surface Laptop 4,Intel Core i5-1145G7,2595,4,"Feb 10, 2025",Windows,1135.0,4190.0,https://browser.geekbench.com/v6/cpu/10446791
LENOVO 20WNS66P00,Intel Core i5-1145G7,2611,4,"Feb 10, 2025",Windows,1913.0,6131.0,https://browser.geekbench.com/v6/cpu/10445342
Dell Inc. Latitude 5520,Intel Core i5-1145G7,1498,4,"Feb 10, 2025",Windows,1399.0,3024.0,https://browser.geekbench.com/v6/cpu/10444883
Dell Inc. Latitude 3520,Intel Core i5-1145G7,4400,4,"Feb 10, 2025",Linux,1672.0,4012.0,https://browser.geekbench.com/v6/cpu/10444342
