System,CPU Name,CPU Freq,CPU Cores,Uploaded,Platform,Single-Core Score,Multi-Core Score,URL
Dell Inc. Latitude 5550,Intel Core Ultra 5 135H,1700,14,"Mar 18, 2025",Windows,1632.0,8961.0,https://browser.geekbench.com/v6/cpu/11086688
Dell Inc. Latitude 5450,Intel Core Ultra 5 135H,4600,14,"Mar 17, 2025",Linux,2309.0,10643.0,https://browser.geekbench.com/v6/cpu/11067270
Dell Inc. Latitude 7450,Intel Core Ultra 5 135H,3600,14,"Mar 13, 2025",Windows,1955.0,9935.0,https://browser.geekbench.com/v6/cpu/10998508
Dell Inc. Latitude 7450,Intel Core Ultra 5 135H,3600,14,"Mar 13, 2025",Windows,2005.0,10220.0,https://browser.geekbench.com/v6/cpu/10998371
Dell Inc. Precision 3591,Intel Core Ultra 5 135H,1700,14,"Mar 12, 2025",Windows,2320.0,11734.0,https://browser.geekbench.com/v6/cpu/10986036
Dell Inc. Precision 3591,Intel Core Ultra 5 135H,1700,14,"Mar 12, 2025",Windows,2027.0,10246.0,https://browser.geekbench.com/v6/cpu/10985908
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Mar 10, 2025",Windows,2132.0,9551.0,https://browser.geekbench.com/v6/cpu/10949917
Google PIXEL 2 XL,Intel Core Ultra 5 135H,2000,2,"Mar 08, 2025",Android,1404.0,4219.0,https://browser.geekbench.com/v6/cpu/10921132
Dell Inc. Precision 3590,Intel Core Ultra 5 135H,1700,14,"Mar 05, 2025",Windows,2228.0,10942.0,https://browser.geekbench.com/v6/cpu/10873231
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Mar 04, 2025",Windows,2281.0,9254.0,https://browser.geekbench.com/v6/cpu/10860835
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Mar 04, 2025",Windows,2204.0,9542.0,https://browser.geekbench.com/v6/cpu/10860753
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Mar 04, 2025",Windows,2250.0,9248.0,https://browser.geekbench.com/v6/cpu/10860561
Microsoft Corporation Surface Laptop 6 for Business,Intel Core Ultra 5 135H,3600,14,"Mar 03, 2025",Windows,2115.0,10731.0,https://browser.geekbench.com/v6/cpu/10847111
innotek GmbH VirtualBox,Intel Core Ultra 5 135H,3187,4,"Mar 02, 2025",Linux,807.0,3901.0,https://browser.geekbench.com/v6/cpu/10830227
Dell Inc. Latitude 7450,Intel Core Ultra 5 135H,3600,14,"Feb 28, 2025",Windows,2292.0,10518.0,https://browser.geekbench.com/v6/cpu/10793101
Dell Inc. Latitude 7450,Intel Core Ultra 5 135H,3600,14,"Feb 28, 2025",Windows,2240.0,10148.0,https://browser.geekbench.com/v6/cpu/10793018
Dell Inc. Latitude 7450,Intel Core Ultra 5 135H,3600,14,"Feb 28, 2025",Windows,2237.0,9861.0,https://browser.geekbench.com/v6/cpu/10792842
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Feb 28, 2025",Windows,2209.0,9918.0,https://browser.geekbench.com/v6/cpu/10791644
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Feb 28, 2025",Windows,1610.0,5371.0,https://browser.geekbench.com/v6/cpu/10791568
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Feb 26, 2025",Windows,2058.0,9147.0,https://browser.geekbench.com/v6/cpu/10764981
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3191,12,"Feb 26, 2025",Windows,1928.0,7077.0,https://browser.geekbench.com/v6/cpu/10763913
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Feb 21, 2025",Windows,2256.0,10596.0,https://browser.geekbench.com/v6/cpu/10667707
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Feb 18, 2025",Windows,2238.0,9743.0,https://browser.geekbench.com/v6/cpu/10615946
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,400,14,"Feb 18, 2025",Windows,2238.0,9218.0,https://browser.geekbench.com/v6/cpu/10611405
Microsoft Corporation Surface Laptop 6 for Business,Intel Core Ultra 5 135H,3600,14,"Feb 16, 2025",Windows,2008.0,10614.0,https://browser.geekbench.com/v6/cpu/10565226
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Feb 14, 2025",Windows,2009.0,8547.0,https://browser.geekbench.com/v6/cpu/10532935
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Feb 14, 2025",Windows,2049.0,8311.0,https://browser.geekbench.com/v6/cpu/10529332
Dell Inc. Latitude 5550,Intel Core Ultra 5 135H,1700,14,"Feb 12, 2025",Windows,2213.0,9911.0,https://browser.geekbench.com/v6/cpu/10488272
Microsoft Corporation Surface Laptop 6 for Business,Intel Core Ultra 5 135H,3600,14,"Feb 11, 2025",Windows,2149.0,11154.0,https://browser.geekbench.com/v6/cpu/10461593
Microsoft Corporation Surface Laptop 6 for Business,Intel Core Ultra 5 135H,3600,14,"Feb 10, 2025",Windows,1685.0,10801.0,https://browser.geekbench.com/v6/cpu/10459404
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Feb 09, 2025",Windows,2144.0,10473.0,https://browser.geekbench.com/v6/cpu/10432841
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Feb 09, 2025",Windows,2204.0,9976.0,https://browser.geekbench.com/v6/cpu/10432630
Dell Inc. Precision 3490,Intel Core Ultra 5 135H,3600,14,"Feb 07, 2025",Windows,987.0,6335.0,https://browser.geekbench.com/v6/cpu/10368313
Microsoft Corporation Surface Laptop 6 for Business,Intel Core Ultra 5 135H,3600,14,"Feb 06, 2025",Windows,1159.0,7288.0,https://browser.geekbench.com/v6/cpu/10363012
LENOVO 21G20024US,Intel Core Ultra 5 135H,1700,14,"Feb 06, 2025",Windows,1507.0,9918.0,https://browser.geekbench.com/v6/cpu/10361571
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Feb 03, 2025",Windows,2261.0,9789.0,https://browser.geekbench.com/v6/cpu/10277268
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Feb 03, 2025",Windows,2225.0,6193.0,https://browser.geekbench.com/v6/cpu/10277166
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3191,14,"Feb 01, 2025",Windows,2172.0,10504.0,https://browser.geekbench.com/v6/cpu/10226944
Microsoft Corporation Surface Laptop 6 for Business,Intel Core Ultra 5 135H,3600,14,"Jan 30, 2025",Windows,2339.0,11496.0,https://browser.geekbench.com/v6/cpu/10199228
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Jan 29, 2025",Windows,2190.0,9884.0,https://browser.geekbench.com/v6/cpu/10187634
Microsoft Corporation Surface Laptop 6 for Business,Intel Core Ultra 5 135H,3600,14,"Jan 29, 2025",Windows,1976.0,11640.0,https://browser.geekbench.com/v6/cpu/10185943
Microsoft Corporation Surface Laptop 6 for Business,Intel Core Ultra 5 135H,3600,14,"Jan 29, 2025",Windows,1917.0,11679.0,https://browser.geekbench.com/v6/cpu/10184189
Microsoft Corporation Surface Laptop 6 for Business,Intel Core Ultra 5 135H,3600,14,"Jan 29, 2025",Windows,2002.0,11554.0,https://browser.geekbench.com/v6/cpu/10184101
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Jan 26, 2025",Windows,2242.0,10241.0,https://browser.geekbench.com/v6/cpu/10132074
Dell Inc. Precision 3490,Intel Core Ultra 5 135H,3600,14,"Jan 26, 2025",Windows,1778.0,8967.0,https://browser.geekbench.com/v6/cpu/10122573
Dell Inc. Precision 3490,Intel Core Ultra 5 135H,3600,14,"Jan 26, 2025",Windows,2263.0,11518.0,https://browser.geekbench.com/v6/cpu/10122518
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Jan 25, 2025",Windows,2120.0,9188.0,https://browser.geekbench.com/v6/cpu/10109552
Dell Inc. Precision 3490,Intel Core Ultra 5 135H,3600,14,"Jan 24, 2025",Windows,1236.0,7491.0,https://browser.geekbench.com/v6/cpu/10091960
Dell Inc. Precision 3490,Intel Core Ultra 5 135H,3600,14,"Jan 24, 2025",Windows,1561.0,9257.0,https://browser.geekbench.com/v6/cpu/10091856
Dell Inc. Precision 3490,Intel Core Ultra 5 135H,3600,14,"Jan 24, 2025",Windows,2291.0,11623.0,https://browser.geekbench.com/v6/cpu/10091772
Dell Inc. Precision 3490,Intel Core Ultra 5 135H,3600,14,"Jan 24, 2025",Windows,2025.0,8861.0,https://browser.geekbench.com/v6/cpu/10091648
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Jan 24, 2025",Windows,2166.0,9965.0,https://browser.geekbench.com/v6/cpu/10083450
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Jan 24, 2025",Windows,2165.0,9913.0,https://browser.geekbench.com/v6/cpu/10083379
Microsoft Corporation Surface Laptop 6 for Business,Intel Core Ultra 5 135H,3600,14,"Jan 20, 2025",Windows,2061.0,5532.0,https://browser.geekbench.com/v6/cpu/10029267
Dell Inc. Latitude 7450,Intel Core Ultra 5 135H,3600,14,"Jan 20, 2025",Windows,2299.0,10659.0,https://browser.geekbench.com/v6/cpu/10029135
LENOVO 21KWCT01WW,Intel Core Ultra 5 135H,4600,14,"Jan 18, 2025",Linux,2310.0,11558.0,https://browser.geekbench.com/v6/cpu/9993094
LENOVO 21KWCT01WW,Intel Core Ultra 5 135H,4600,14,"Jan 18, 2025",Linux,2310.0,11561.0,https://browser.geekbench.com/v6/cpu/9992790
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,4600,14,"Jan 15, 2025",Linux,2375.0,10191.0,https://browser.geekbench.com/v6/cpu/9948170
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3194,14,"Jan 14, 2025",Windows,2214.0,9804.0,https://browser.geekbench.com/v6/cpu/9924753
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Jan 10, 2025",Windows,1998.0,6881.0,https://browser.geekbench.com/v6/cpu/9868937
Dell Inc. Precision 3591,Intel Core Ultra 5 135H,1700,14,"Jan 09, 2025",Windows,1573.0,9079.0,https://browser.geekbench.com/v6/cpu/9856252
Dell Inc. Precision 3591,Intel Core Ultra 5 135H,1700,14,"Jan 09, 2025",Windows,1579.0,9203.0,https://browser.geekbench.com/v6/cpu/9856078
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Dec 29, 2024",Windows,2283.0,9751.0,https://browser.geekbench.com/v6/cpu/9671902
"Micro-Star International Co., Ltd. Claw A1M",Intel Core Ultra 5 135H,3600,14,"Dec 29, 2024",Windows,2269.0,10361.0,https://browser.geekbench.com/v6/cpu/9671824
